,model,CHI,ZIPF,CLASSIFIER,IRPR,FID,PR,DC,MAUVE,TRADITIONAL,ZERO,weighted_CHI,rank_CHI,weight_CHI,weighted_ZIPF,rank_ZIPF,weight_ZIPF,weighted_CLASSIFIER,rank_CLASSIFIER,weight_CLASSIFIER,weighted_IRPR,rank_IRPR,weight_IRPR,weighted_FID,rank_FID,weight_FID,weighted_PR,rank_PR,weight_PR,weighted_DC,rank_DC,weight_DC,weighted_MAUVE,rank_MAUVE,weight_MAUVE,weighted_TRADITIONAL,rank_TRADITIONAL,weight_TRADITIONAL,weighted_ZERO,rank_ZERO,weight_ZERO,final_score,dataset
40,realToReal2,0.6666946651488178,0.0194376421564761,0.4454224993377753,0.29103157,0.4179732179758217,0.0335574417948738,0.0087697676068607,0.0435372535309865,0.1810923715575461,0.0863400226567662,0.04155948252195088,10,0.06233660578740957,0.0015849444379198972,9,0.08153995351703891,0.040839406352867466,7,0.09168689595515447,0.031947901429498306,5,0.10977469361656642,0.042317639243935556,6,0.10124485834014246,0.0038470235855679303,3,0.11463995405500778,0.0007802922708337616,8,0.08897525063529951,0.005214169366285865,1,0.11976339670978134,0.020318453849986217,4,0.11219939125668571,0.010174221940808416,2,0.11783900012691384,0.19858353499965428,syntheticCareHomeNurseNotes
41,realToReal3,1.0,0.0027069064061106,0.4594594594594594,0.2935637,0.4238105836950609,0.035180059270928,0.0299502873287376,0.0356159434098206,0.1507484619696106,0.1002099359362344,0.06233660578740957,10,0.06233660578740957,0.00022072102252923315,9,0.08153995351703891,0.042126411655070965,7,0.09168689595515447,0.032225865224445614,5,0.10977469361656642,0.042908642509259534,6,0.10124485834014246,0.004033040378471637,3,0.11463995405500778,0.002664834321673663,8,0.08897525063529951,0.004265486359783467,1,0.11976339670978134,0.016913885665871944,4,0.11219939125668571,0.011808638653507952,2,0.11783900012691384,0.21950413157802362,syntheticCareHomeNurseNotes
42,LDA,0.0180406551042831,0.0676640803611335,0.8822436627314677,0.3241258,0.7001722107396392,0.3466874181453163,0.152044488831043,0.6705778456019716,0.3177771113944685,0.2894757369225489,0.0,10,0.0,0.008422212530510637,1,0.12447095246931617,0.08262079524769941,9,0.09364849954478739,0.03745429759513137,5,0.11555481728122652,0.07091687117418814,7,0.10128489832419064,0.042585611870449444,3,0.12283575821202548,0.016418106991379154,6,0.10798225649351562,0.06376521754749244,8,0.09508995557443592,0.03690362530070973,4,0.11613053293476475,0.03560618987844178,2,0.12300232916573745,0.3946929281360021,clinicalDialogueSummarizations
43,MATAVE,0.0876866154510555,0.1741645230127096,0.8849206349206349,0.3431028,0.7547901501599723,0.3229534362074075,0.49111420292808,0.6605078734595594,0.3731238473807607,0.3791204205305742,0.0,10,0.0,0.021678424065756097,1,0.12447095246931617,0.08287148967653804,9,0.09364849954478739,0.039647181362677204,5,0.11555481728122652,0.07644884361505339,7,0.10128489832419064,0.039670230203715906,3,0.12283575821202548,0.053031619828188416,6,0.10798225649351562,0.06280766434383464,8,0.09508995557443592,0.04333107124699757,4,0.11613053293476475,0.04663269475955449,2,0.12300232916573745,0.4661192191023158,clinicalDialogueSummarizations
44,combinedTopicModel,0.8194379945513907,0.1096200319909195,0.8442655535678791,0.32922122,0.692823625089856,0.2752950957947562,0.2246933820586218,0.4467869918996617,0.3306132034659289,0.307443283774814,0.0,10,0.0,0.01364450979162666,1,0.12447095246931617,0.0790642023089812,9,0.09364849954478739,0.03804309792220247,5,0.11555481728122652,0.07017257042382324,7,0.10128489832419064,0.03381608182400107,3,0.12283575821202548,0.0242628984138496,6,0.10798225649351562,0.042484955210974694,8,0.09508995557443592,0.03839428751376813,4,0.11613053293476475,0.0378162399906649,2,0.12300232916573745,0.37769884339989196,clinicalDialogueSummarizations
45,realToReal,1.0,0.0085072461816476,0.4334273285679935,0.26867887,0.4718757661642841,0.0753032450192374,0.0432392036290708,0.0353843771389433,0.1800805833655292,0.1078830067960259,0.0,10,0.0,0.0010589050351206297,1,0.12447095246931617,0.04058981898209815,9,0.09364849954478739,0.031047137730176415,5,0.11555481728122652,0.04779388899759908,7,0.10128489832419064,0.009249931197763957,3,0.12283575821202548,0.004669066776849674,6,0.10798225649351562,0.0033646988501712044,8,0.09508995557443592,0.020912854117442238,4,0.11613053293476475,0.013269861113314269,2,0.12300232916573745,0.1719561628005356,clinicalDialogueSummarizations
46,realToReal2,1.0,0.0071285401591184,0.5249753633899975,0.2639067,0.4797095788863963,0.0818201325201668,0.0790331878555349,0.0704488234945435,0.1480693396804334,0.1079890767999717,0.0,10,0.0,0.0008872961833212378,1,0.12447095246931617,0.04916315507945278,9,0.09364849954478739,0.030495690497791463,5,0.11555481728122652,0.04858733592264896,7,0.10128489832419064,0.010050438015123092,3,0.12283575821202548,0.008534181962516573,6,0.10798225649351562,0.006698975496367419,8,0.09508995557443592,0.01719537132838744,4,0.11613053293476475,0.01328290797085422,2,0.12300232916573745,0.18489535245646316,clinicalDialogueSummarizations
47,realToReal3,1.0,0.0095294747810765,0.5236985236985237,0.26844987,0.4780665772237282,0.0669872326127229,0.0859158831939291,0.0245118134186532,0.1763232671768689,0.0959423908717629,0.0,10,0.0,0.0011861428025329202,1,0.12447095246931617,0.04904358095818702,9,0.09364849954478739,0.03102067567701901,5,0.11555481728122652,0.048420924666299145,7,0.10128489832419064,0.008228427508509138,3,0.12283575821202548,0.009277390935913779,6,0.10798225649351562,0.0023308272490285948,8,0.09508995557443592,0.020476514986048695,4,0.11613053293476475,0.011801137542956424,2,0.12300232916573745,0.1817856223264947,clinicalDialogueSummarizations
48,LDA,0.0,0.065585956999292,0.9482456140350876,0.23841041,0.4530700518477211,0.7038335473877447,0.9144903843378084,0.8506086201054567,0.4878415340299325,0.365716592405773,0.0,10,0.0,0.007978885795794251,1,0.1216553994307102,0.08942815539068134,8,0.09430906303920143,0.028808282527518443,2,0.12083483488627214,0.05455244467497786,4,0.12040620308603664,0.08501988586005546,3,0.12079544400178707,0.10189397756944388,7,0.11142159536562686,0.0644094022886592,9,0.07572154897827611,0.057713788283260174,5,0.1183043760265788,0.04262483028770653,6,0.1165515351855107,0.5324296526780972,simSUM
49,MATAVE,0.0,0.1532503878267985,0.9755799755799756,0.24177651,0.5166735280723228,0.7083905130062131,0.899406649833363,0.8791222065514187,0.5068906976172469,0.3556906410830238,0.0,10,0.0,0.018643737143980422,1,0.1216553994307102,0.0920060334167545,8,0.09430906303920143,0.029215024665229124,2,0.12083483488627214,0.06221069775025515,4,0.12040620308603664,0.08557034654523923,3,0.12079544400178707,0.10021332380688702,7,0.11142159536562686,0.06656849522127342,9,0.07572154897827611,0.05996738769528563,5,0.1183043760265788,0.04145629026934491,6,0.1165515351855107,0.5558513365142495,simSUM
50,combinedTopicModel,0.0,0.1263555911398415,0.958913308913309,0.23729594,0.4295612343326643,0.6845558922591026,0.8946991709993437,0.6083039237445248,0.5372815422238636,0.344104789046008,0.0,10,0.0,0.015371839910420923,1,0.1216553994307102,0.0904342156994345,8,0.09430906303920143,0.02867361572908274,2,0.12083483488627214,0.05172183721894735,4,0.12040620308603664,0.08269123294947782,3,0.12079544400178707,0.09968880900505067,7,0.11142159536562686,0.04606171535549857,9,0.07572154897827611,0.06356275760339213,5,0.1183043760265788,0.04010594142799854,6,0.1165515351855107,0.5183119648993032,simSUM
51,realToReal,1.0,0.0061677935093279,0.5433455958809313,0.17151815,0.1469678435287023,0.0871570825670154,0.0205428151397868,0.0316428319825371,0.1581908793224574,0.1074538550912823,0.0,10,0.0,0.0007503453829834274,1,0.1216553994307102,0.05124241405400722,8,0.09430906303920143,0.020725367335248858,2,0.12083483488627214,0.017695840015033784,4,0.12040620308603664,0.010528178486583042,3,0.12079544400178707,0.002288913236176198,7,0.11142159536562686,0.0023960442517770445,9,0.07572154897827611,0.01871467327133915,5,0.1183043760265788,0.012523911772490357,6,0.1165515351855107,0.13686568780563907,simSUM
52,realToReal2,1.0,0.0082021213363555,0.5526352384925601,0.1710335,0.1484910401981126,0.0766614250498851,0.0276082586621073,0.0196442801169611,0.1377025744822267,0.0822147939632608,0.0,10,0.0,0.000997832347353479,1,0.1216553994307102,0.052118511544678975,8,0.09430906303920143,0.020666804732521228,2,0.12083483488627214,0.017879242342550776,4,0.12040620308603664,0.009260350876710592,3,0.12079544400178707,0.0030761562253988823,7,0.11142159536562686,0.0014874953190194455,9,0.07572154897827611,0.016290817151373323,5,0.1183043760265788,0.009582260451378504,6,0.1165515351855107,0.1313594709909852,simSUM
53,realToReal3,1.0,0.0081790969207468,0.4910621221596831,0.17463297,0.1575457600323546,0.0924839634334317,0.0152799686296556,0.0888855443704006,0.151925777694883,0.0851654666703123,0.0,10,0.0,0.000995031302875944,1,0.1216553994307102,0.046311608634921585,8,0.09430906303920143,0.021101746095649316,2,0.12083483488627214,0.018969486777799683,4,0.12040620308603664,0.011171641425986421,3,0.12079544400178707,0.0017025184818529582,7,0.11142159536562686,0.0067305511015040235,9,0.07572154897827611,0.017973484332545857,5,0.1183043760265788,0.009926165885215343,6,0.1165515351855107,0.13488223403835112,simSUM
54,LDA,0.0,0.1600997902877746,0.9245098039215686,0.27354923,0.4992656774926391,0.4459826469073844,0.6496560114553683,0.9300243816534706,0.3910460321802173,0.2815073287038427,0.0,9,0.06723091940769069,0.016003817009831996,6,0.0999615113865272,0.08711880018426478,7,0.09423242437746562,0.03265715123355161,4,0.11938308593868685,0.058033476268639264,5,0.11623766440362782,0.0535499126631997,3,0.12007174053639855,0.03320908990670168,10,0.05111795984509744,0.07636710439638318,8,0.08211301327456785,0.04789566040230367,2,0.12248087555132256,0.03579951368309956,1,0.1271708052786154,0.4406345257479754,atis
55,MATAVE,0.0,0.2143782595648642,0.9657894736842104,0.29124317,0.5561212948278568,0.451169691196172,0.8123878922358349,0.8202259185902584,0.3674057163119233,0.2061544580887392,0.0,9,0.06723091940769069,0.021429574834517056,6,0.0999615113865272,0.09100868354349968,7,0.09423242437746562,0.03476950839316558,4,0.11938308593868685,0.06464224043591138,5,0.11623766440362782,0.05417273009919382,3,0.12007174053639855,0.04152761165395475,10,0.05111795984509744,0.0673512217413465,8,0.08211301327456785,0.0450001738164452,2,0.12248087555132256,0.026216828446921532,1,0.1271708052786154,0.44611857296495555,atis
56,combinedTopicModel,0.0,0.19447966724146,0.9255784865540964,0.27856395,0.500422783263557,0.3811924809059269,0.7167405028841071,0.8794735740484296,0.3617908276015567,0.232349872429751,0.0,9,0.06723091940769069,0.019440481471405226,6,0.0999615113865272,0.08721950473961797,7,0.09423242437746562,0.03325582398227007,4,0.11938308593868685,0.05816797554091872,5,0.11623766440362782,0.04577044466176251,3,0.12007174053639855,0.03663831224578473,10,0.05111795984509744,0.07221622526047033,8,0.08211301327456785,0.044312457331076256,2,0.12248087555132256,0.029548120383274996,1,0.1271708052786154,0.4265693456165808,atis
57,realToReal,0.9999999997920388,0.0342408687837122,0.4925647451963241,0.22234811,0.2466567702273197,0.0770277288359404,0.1092844937467637,0.0721969287578949,0.1577309470367024,0.0660546676747688,0.06723091939370926,9,0.06723091940769069,0.003422768994807631,6,0.0999615113865272,0.04641557010271823,7,0.09423242437746562,0.026544603524434596,4,0.11938308593868685,0.028670806880565922,5,0.11623766440362782,0.0092488534708971,3,0.12007174053639855,0.005586400363038869,10,0.05111795984509744,0.005928307369480053,8,0.08211301327456785,0.019319024494594595,2,0.12248087555132256,0.008400225280611674,1,0.1271708052786154,0.22076747987485795,atis
58,realToReal2,0.6666747743697002,0.0264063572435791,0.5704691208402767,0.22334759,0.2499126035656778,0.0899777959816565,0.0157577977301902,0.028859398166896,0.1629573720979349,0.0690300160052801,0.04482115802678969,9,0.06723091940769069,0.002639619380280737,6,0.0999615113865272,0.05375668828926067,7,0.09423242437746562,0.026663924531168597,4,0.11938308593868685,0.029049257343504137,5,0.11623766440362782,0.010803790573146463,3,0.12007174053639855,0.0008055064716190303,10,0.05111795984509744,0.0023697321447743703,8,0.08211301327456785,0.019959161612097726,2,0.12248087555132256,0.00877860272378718,1,0.1271708052786154,0.19964744109642862,atis
59,realToReal3,0.7355492813379346,0.012060089853406,0.4784514581026209,0.22369665,0.2364626893593985,0.0704480501913217,0.016288652235851,0.0191208970643468,0.1606746674218922,0.0705814751470057,0.04945165445401548,9,0.06723091940769069,0.001205544809203785,6,0.0999615113865272,0.045085640843943384,7,0.09423242437746562,0.026705596391146353,4,0.11938308593868685,0.027485870729737055,5,0.11623766440362782,0.008458820003867561,3,0.12007174053639855,0.000832642670922988,10,0.05111795984509744,0.0015700744744663543,8,0.08211301327456785,0.019679573944750922,2,0.12248087555132256,0.008975903032197296,1,0.1271708052786154,0.18945132135425116,atis
